userName,score,at,content,clean_content,p1_lower,p2_tokens,p3_no_stop,p4_regex,p5_stem,p6_lemma,p7_pos,p8_ner,p9_chunk,p10_abbrev,p11_emoji,p12_aug
pedut Simarhitong,1,2025-09-07 11:47:53,aku yg sudah di beku kan tidak bisa di buka kembali,aku yg sudah di beku kan tidak bisa di buka kembali,aku yg sudah di beku kan tidak bisa di buka kembali,"['aku', 'yg', 'sudah', 'di', 'beku', 'kan', 'tidak', 'bisa', 'di', 'buka', 'kembali']","['yg', 'beku', 'buka']","['yg', 'beku', 'buka']","['yg', 'beku', 'buka']","['yg', 'beku', 'buka']","[('yg', 'PROPN'), ('beku', 'PROPN'), ('buka', 'NOUN')]",[],"[('yg', 'NP')]","['yang', 'beku', 'buka']","['yang', 'beku', 'buka']","['yang', 'beku', 'buka']"
Feby tri Nabila,2,2025-09-07 11:47:20,kenapa sekarang nggak bisa di pake di hp Oppo a16 di suruh update apk udah di update tapi di suruh update apk terus nggak bisa masuk ke akun aku,kenapa sekarang nggak bisa di pake di hp oppo a16 di suruh update apk udah di update tapi di suruh update apk terus nggak bisa masuk ke akun aku,kenapa sekarang nggak bisa di pake di hp oppo a16 di suruh update apk udah di update tapi di suruh update apk terus nggak bisa masuk ke akun aku,"['kenapa', 'sekarang', 'nggak', 'bisa', 'di', 'pake', 'di', 'hp', 'oppo', 'a16', 'di', 'suruh', 'update', 'apk', 'udah', 'di', 'update', 'tapi', 'di', 'suruh', 'update', 'apk', 'terus', 'nggak', 'bisa', 'masuk', 'ke', 'akun', 'aku']","['nggak', 'pake', 'hp', 'oppo', 'a16', 'suruh', 'update', 'apk', 'udah', 'update', 'suruh', 'update', 'apk', 'nggak', 'masuk', 'akun']","['nggak', 'pake', 'hp', 'oppo', 'a16', 'suruh', 'update', 'apk', 'udah', 'update', 'suruh', 'update', 'apk', 'nggak', 'masuk', 'akun']","['nggak', 'pake', 'hp', 'oppo', 'a16', 'suruh', 'update', 'apk', 'udah', 'update', 'suruh', 'update', 'apk', 'nggak', 'masuk', 'akun']","['nggak', 'pake', 'hp', 'oppo', 'a16', 'suruh', 'update', 'apk', 'udah', 'update', 'suruh', 'update', 'apk', 'nggak', 'masuk', 'akun']","[('nggak', 'PROPN'), ('pake', 'PROPN'), ('hp', 'ADP'), ('oppo', 'ADJ'), ('a16', 'ADJ'), ('suruh', 'NOUN'), ('update', 'NOUN'), ('apk', 'PROPN'), ('udah', 'PROPN'), ('update', 'NOUN'), ('suruh', 'PROPN'), ('update', 'NOUN'), ('apk', 'PROPN'), ('nggak', 'PROPN'), ('masuk', 'NOUN'), ('akun', 'NOUN')]",[],"[('apk', 'NP'), ('apk', 'NP')]","['tidak', 'pake', 'hp', 'oppo', 'a16', 'suruh', 'update', 'apk', 'udah', 'update', 'suruh', 'update', 'apk', 'tidak', 'masuk', 'akun']","['tidak', 'pake', 'hp', 'oppo', 'a16', 'suruh', 'update', 'apk', 'udah', 'update', 'suruh', 'update', 'apk', 'tidak', 'masuk', 'akun']","['tidak', 'pake', 'horsepower', 'oppo', 'a16', 'suruh', 'update', 'apk', 'udah', 'update', 'suruh', 'update', 'apk', 'tidak', 'masuk', 'akun']"
Ayah Syifa,5,2025-09-07 11:46:54,bagus,bagus,bagus,['bagus'],['bagus'],['bagus'],['bagus'],['bagus'],"[('bagus', 'PROPN')]",[],"[('bagus', 'NP')]",['bagus'],['bagus'],['bagus']
Babang Zain,5,2025-09-07 11:46:51,ok,ok,ok,['ok'],['ok'],['ok'],['ok'],['ok'],"[('ok', 'INTJ')]",[],[],['ok'],['ok'],['Oklahoma']
Saepuloh Aep,5,2025-09-07 11:45:21,ok,ok,ok,['ok'],['ok'],['ok'],['ok'],['ok'],"[('ok', 'INTJ')]",[],[],['ok'],['ok'],['Oklahoma']
Arul,5,2025-09-07 11:45:20,Update terbaru,update terbaru,update terbaru,"['update', 'terbaru']","['update', 'terbaru']","['update', 'terbaru']","['update', 'baru']","['update', 'baru']","[('update', 'PROPN'), ('baru', 'PROPN')]",[],"[('update baru', 'NP')]","['update', 'baru']","['update', 'baru']","['update', 'baru']"
Rista Umbola,5,2025-09-07 11:44:15,Bagus,bagus,bagus,['bagus'],['bagus'],['bagus'],['bagus'],['bagus'],"[('bagus', 'PROPN')]",[],"[('bagus', 'NP')]",['bagus'],['bagus'],['bagus']
Lienlien Carliani,5,2025-09-07 11:42:50,sangan bermanfaat,sangan bermanfaat,sangan bermanfaat,"['sangan', 'bermanfaat']","['sangan', 'bermanfaat']","['sangan', 'bermanfaat']","['sangan', 'manfaat']","['sangan', 'manfaat']","[('sangan', 'PROPN'), ('manfaat', 'PROPN')]",[],"[('sangan manfaat', 'NP')]","['sangan', 'manfaat']","['sangan', 'manfaat']","['sangan', 'manfaat']"
Fahri_walker 123,5,2025-09-07 11:41:06,mantap dah,mantap dah,mantap dah,"['mantap', 'dah']","['mantap', 'dah']","['mantap', 'dah']","['mantap', 'dah']","['mantap', 'dah']","[('mantap', 'PROPN'), ('dah', 'PROPN')]","[('mantap dah', 'PERSON')]","[('mantap dah', 'NP')]","['mantap', 'dah']","['mantap', 'dah']","['mantap', 'dash']"
Ediardus Dedik,3,2025-09-07 11:40:25,sangat bermanfaat 🙏,sangat bermanfaat 🙏,sangat bermanfaat 🙏,"['sangat', 'bermanfaat', '🙏']","['bermanfaat', '🙏']","['bermanfaat', '🙏']","['manfaat', '']","['manfaat', '']","[('manfaat', 'PROPN')]",[],"[('manfaat', 'NP')]","['manfaat', '']","['manfaat', '']","['manfaat', '']"
Siti Khodijah89,5,2025-09-07 11:37:51,Terimakasih dana . sangat membantu banget,terimakasih dana . sangat membantu banget,terimakasih dana . sangat membantu banget,"['terimakasih', 'dana', '.', 'sangat', 'membantu', 'banget']","['terimakasih', 'dana', '.', 'membantu', 'banget']","['terimakasih', 'dana', 'membantu', 'banget']","['terimakasih', 'dana', 'bantu', 'banget']","['terimakasih', 'dana', 'bantu', 'banget']","[('terimakasih', 'PROPN'), ('dana', 'PROPN'), ('bantu', 'PROPN'), ('banget', 'NOUN')]","[('terimakasih dana bantu', 'PERSON')]","[('terimakasih dana bantu banget', 'NP')]","['terimakasih', 'dana', 'bantu', 'banget']","['terimakasih', 'dana', 'bantu', 'banget']","['terimakasih', 'Danu', 'Bantu', 'banget']"
Ibrahim Boim,5,2025-09-07 11:37:07,menarik,menarik,menarik,['menarik'],['menarik'],['menarik'],['tarik'],['tarik'],"[('tarik', 'PROPN')]","[('tarik', 'PERSON')]","[('tarik', 'NP')]",['tarik'],['tarik'],['tarik']
Jalila Jalila,5,2025-09-07 11:31:55,no comen,no comen,no comen,"['no', 'comen']",['comen'],['comen'],['comen'],['comen'],"[('comen', 'NOUN')]",[],"[('comen', 'NP')]",['comen'],['comen'],['comen']
Robi 12,1,2025-09-07 11:31:10,"tidak habis pikir saya sama aplikasi dana kok bisa akun yang belum premium tapi harus verifikasi wajah, makin ke sini nyusain penggunaan doang....","tidak habis pikir saya sama aplikasi dana kok bisa akun yang belum premium tapi harus verifikasi wajah, makin ke sini nyusain penggunaan doang....","tidak habis pikir saya sama aplikasi dana kok bisa akun yang belum premium tapi harus verifikasi wajah, makin ke sini nyusain penggunaan doang....","['tidak', 'habis', 'pikir', 'saya', 'sama', 'aplikasi', 'dana', 'kok', 'bisa', 'akun', 'yang', 'belum', 'premium', 'tapi', 'harus', 'verifikasi', 'wajah', ',', 'makin', 'ke', 'sini', 'nyusain', 'penggunaan', 'doang', '...']","['habis', 'pikir', 'aplikasi', 'dana', 'akun', 'premium', 'verifikasi', 'wajah', ',', 'nyusain', 'penggunaan', 'doang', '...']","['habis', 'pikir', 'aplikasi', 'dana', 'akun', 'premium', 'verifikasi', 'wajah', 'nyusain', 'penggunaan', 'doang']","['habis', 'pikir', 'aplikasi', 'dana', 'akun', 'premium', 'verifikasi', 'wajah', 'nyusain', 'guna', 'doang']","['habis', 'pikir', 'aplikasi', 'dana', 'akun', 'premium', 'verifikasi', 'wajah', 'nyusain', 'guna', 'doang']","[('habis', 'NOUN'), ('pikir', 'PROPN'), ('aplikasi', 'PROPN'), ('dana', 'PROPN'), ('akun', 'PROPN'), ('premium', 'PROPN'), ('verifikasi', 'PROPN'), ('wajah', 'PROPN'), ('nyusain', 'PROPN'), ('guna', 'PROPN'), ('doang', 'PROPN')]","[('dana akun', 'PERSON'), ('verifikasi wajah nyusain guna doang', 'ORG')]","[('habis', 'NP')]","['habis', 'pikir', 'aplikasi', 'dana', 'akun', 'premium', 'verifikasi', 'wajah', 'nyusain', 'guna', 'doang']","['habis', 'pikir', 'aplikasi', 'dana', 'akun', 'premium', 'verifikasi', 'wajah', 'nyusain', 'guna', 'doang']","['habis', 'pikir', 'aplikasi', 'Danu', 'akun', 'premium', 'verifikasi', 'wajah', 'nyusain', 'guna', 'doang']"
ba bay,4,2025-09-07 11:27:45,boros baterai,boros baterai,boros baterai,"['boros', 'baterai']","['boros', 'baterai']","['boros', 'baterai']","['boros', 'baterai']","['boros', 'baterai']","[('boros', 'NOUN'), ('baterai', 'VERB')]","[('boros', 'GPE')]","[('boros', 'NP')]","['boros', 'baterai']","['boros', 'baterai']","['boros', 'baterai']"
ELYSABETH JUSUF,5,2025-09-07 11:26:58,Lengkap dan mudah digumakan,lengkap dan mudah digumakan,lengkap dan mudah digumakan,"['lengkap', 'dan', 'mudah', 'digumakan']","['lengkap', 'mudah', 'digumakan']","['lengkap', 'mudah', 'digumakan']","['lengkap', 'mudah', 'guma']","['lengkap', 'mudah', 'guma']","[('lengkap', 'PROPN'), ('mudah', 'PROPN'), ('guma', 'PROPN')]",[],"[('lengkap mudah guma', 'NP')]","['lengkap', 'mudah', 'guma']","['lengkap', 'mudah', 'guma']","['lengkap', 'mudah', 'guma']"
Ahmad Andri,1,2025-09-07 11:26:16,knpa dana cicil saya tidak berlaku dan gk bisa di gunain padahal saya gk ada tunggakan sma skali dan di limit dana cicil jga saldo nya ada pelayanan buruk klu gk bisa di gunain mending gk usah di munculin saya sudah hampir 8 thun lebih pke dana tapi saya sangat2 kecewa pelayanan buruk,knpa dana cicil saya tidak berlaku dan gk bisa di gunain padahal saya gk ada tunggakan sma skali dan di limit dana cicil jga saldo nya ada pelayanan buruk klu gk bisa di gunain mending gk usah di munculin saya sudah hampir 8 thun lebih pke dana tapi saya sangat2 kecewa pelayanan buruk,knpa dana cicil saya tidak berlaku dan gk bisa di gunain padahal saya gk ada tunggakan sma skali dan di limit dana cicil jga saldo nya ada pelayanan buruk klu gk bisa di gunain mending gk usah di munculin saya sudah hampir 8 thun lebih pke dana tapi saya sangat2 kecewa pelayanan buruk,"['knpa', 'dana', 'cicil', 'saya', 'tidak', 'berlaku', 'dan', 'gk', 'bisa', 'di', 'gunain', 'padahal', 'saya', 'gk', 'ada', 'tunggakan', 'sma', 'skali', 'dan', 'di', 'limit', 'dana', 'cicil', 'jga', 'saldo', 'nya', 'ada', 'pelayanan', 'buruk', 'klu', 'gk', 'bisa', 'di', 'gunain', 'mending', 'gk', 'usah', 'di', 'munculin', 'saya', 'sudah', 'hampir', '8', 'thun', 'lebih', 'pke', 'dana', 'tapi', 'saya', 'sangat', '2', 'kecewa', 'pelayanan', 'buruk']","['knpa', 'dana', 'cicil', 'berlaku', 'gk', 'gunain', 'gk', 'tunggakan', 'sma', 'skali', 'limit', 'dana', 'cicil', 'jga', 'saldo', 'nya', 'pelayanan', 'buruk', 'klu', 'gk', 'gunain', 'mending', 'gk', 'munculin', '8', 'thun', 'pke', 'dana', '2', 'kecewa', 'pelayanan', 'buruk']","['knpa', 'dana', 'cicil', 'berlaku', 'gk', 'gunain', 'gk', 'tunggakan', 'sma', 'skali', 'limit', 'dana', 'cicil', 'jga', 'saldo', 'nya', 'pelayanan', 'buruk', 'klu', 'gk', 'gunain', 'mending', 'gk', 'munculin', '8', 'thun', 'pke', 'dana', '2', 'kecewa', 'pelayanan', 'buruk']","['knpa', 'dana', 'cicil', 'laku', 'gk', 'gunain', 'gk', 'tunggak', 'sma', 'skali', 'limit', 'dana', 'cicil', 'jga', 'saldo', 'nya', 'layan', 'buruk', 'klu', 'gk', 'gunain', 'mending', 'gk', 'munculin', '8', 'thun', 'pke', 'dana', '2', 'kecewa', 'layan', 'buruk']","['knpa', 'dana', 'cicil', 'laku', 'gk', 'gunain', 'gk', 'tunggak', 'sma', 'skali', 'limit', 'dana', 'cicil', 'jga', 'saldo', 'nya', 'layan', 'buruk', 'klu', 'gk', 'gunain', 'mending', 'gk', 'munculin', '8', 'thun', 'pke', 'dana', '2', 'kecewa', 'layan', 'buruk']","[('knpa', 'PROPN'), ('dana', 'PROPN'), ('cicil', 'PROPN'), ('laku', 'PROPN'), ('gk', 'PROPN'), ('gunain', 'NOUN'), ('gk', 'NOUN'), ('tunggak', 'NOUN'), ('sma', 'VERB'), ('skali', 'PROPN'), ('limit', 'PROPN'), ('dana', 'PROPN'), ('cicil', 'PROPN'), ('jga', 'PROPN'), ('saldo', 'PROPN'), ('nya', 'PROPN'), ('layan', 'PROPN'), ('buruk', 'PROPN'), ('klu', 'PROPN'), ('gk', 'NOUN'), ('gunain', 'NOUN'), ('mending', 'NOUN'), ('gk', 'NOUN'), ('munculin', 'NOUN'), ('8', 'NUM'), ('thun', 'PROPN'), ('pke', 'PROPN'), ('dana', 'PROPN'), ('2', 'NUM'), ('kecewa', 'PROPN'), ('layan', 'PROPN'), ('buruk', 'PROPN')]","[('knpa dana', 'PERSON'), ('sma skali', 'ORG'), ('dana cicil jga saldo', 'PERSON'), ('nya layan buruk', 'ORG'), ('8', 'CARDINAL'), ('dana 2', 'PERSON'), ('kecewa layan buruk', 'PERSON')]","[('knpa dana cicil laku gk gunain', 'NP'), ('gk tunggak', 'NP'), ('skali limit', 'NP'), ('mending', 'NP'), ('gk', 'NP'), ('munculin', 'NP'), ('kecewa layan buruk', 'NP')]","['knpa', 'dana', 'cicil', 'laku', 'tidak', 'gunain', 'tidak', 'tunggak', 'sma', 'skali', 'limit', 'dana', 'cicil', 'jga', 'saldo', 'nya', 'layan', 'buruk', 'klu', 'tidak', 'gunain', 'mending', 'tidak', 'munculin', '8', 'thun', 'pke', 'dana', '2', 'kecewa', 'layan', 'buruk']","['knpa', 'dana', 'cicil', 'laku', 'tidak', 'gunain', 'tidak', 'tunggak', 'sma', 'skali', 'limit', 'dana', 'cicil', 'jga', 'saldo', 'nya', 'layan', 'buruk', 'klu', 'tidak', 'gunain', 'mending', 'tidak', 'munculin', '8', 'thun', 'pke', 'dana', '2', 'kecewa', 'layan', 'buruk']","['knpa', 'Danu', 'cicil', 'laku', 'tidak', 'gunain', 'tidak', 'tunggak', 'sma', 'skali', 'limit', 'Danu', 'cicil', 'jga', 'saldo', 'nya', 'layan', 'buruk', 'klu', 'tidak', 'gunain', 'mending', 'tidak', 'munculin', 'eight', 'thun', 'pke', 'Danu', 'two', 'kecewa', 'layan', 'buruk']"
Adha Fizz,5,2025-09-07 11:25:57,mantap,mantap,mantap,['mantap'],['mantap'],['mantap'],['mantap'],['mantap'],"[('mantap', 'NOUN')]",[],"[('mantap', 'NP')]",['mantap'],['mantap'],['mantap']
jynai malia,1,2025-09-07 11:24:59,"Saya mengalami kendala saat mencoba masuk kembali ke aplikasi DANA. Setiap kali saya membuka aplikasi, layar hanya menampilkan tampilan putih (blank), lalu aplikasi langsung keluar sendiri seperti pada foto yang saya lampirkan. Sudah saya coba berulang kali, namun hasilnya tetap sama. Mohon bantuannya untuk menyelesaikan masalah ini, karena saya sedang membutuhkan akses untuk melakukan top-up.","saya mengalami kendala saat mencoba masuk kembali ke aplikasi dana. setiap kali saya membuka aplikasi, layar hanya menampilkan tampilan putih (blank), lalu aplikasi langsung keluar sendiri seperti pada foto yang saya lampirkan. sudah saya coba berulang kali, namun hasilnya tetap sama. mohon bantuannya untuk menyelesaikan masalah ini, karena saya sedang membutuhkan akses untuk melakukan top-up.","saya mengalami kendala saat mencoba masuk kembali ke aplikasi dana. setiap kali saya membuka aplikasi, layar hanya menampilkan tampilan putih (blank), lalu aplikasi langsung keluar sendiri seperti pada foto yang saya lampirkan. sudah saya coba berulang kali, namun hasilnya tetap sama. mohon bantuannya untuk menyelesaikan masalah ini, karena saya sedang membutuhkan akses untuk melakukan top-up.","['saya', 'mengalami', 'kendala', 'saat', 'mencoba', 'masuk', 'kembali', 'ke', 'aplikasi', 'dana', '.', 'setiap', 'kali', 'saya', 'membuka', 'aplikasi', ',', 'layar', 'hanya', 'menampilkan', 'tampilan', 'putih', '(', 'blank', ')', ',', 'lalu', 'aplikasi', 'langsung', 'keluar', 'sendiri', 'seperti', 'pada', 'foto', 'yang', 'saya', 'lampirkan', '.', 'sudah', 'saya', 'coba', 'berulang', 'kali', ',', 'namun', 'hasilnya', 'tetap', 'sama', '.', 'mohon', 'bantuannya', 'untuk', 'menyelesaikan', 'masalah', 'ini', ',', 'karena', 'saya', 'sedang', 'membutuhkan', 'akses', 'untuk', 'melakukan', 'top-up', '.']","['mengalami', 'kendala', 'mencoba', 'masuk', 'aplikasi', 'dana', '.', 'kali', 'membuka', 'aplikasi', ',', 'layar', 'menampilkan', 'tampilan', 'putih', '(', 'blank', ')', ',', 'aplikasi', 'langsung', 'foto', 'lampirkan', '.', 'coba', 'berulang', 'kali', ',', 'hasilnya', '.', 'mohon', 'bantuannya', 'menyelesaikan', ',', 'membutuhkan', 'akses', 'top-up', '.']","['mengalami', 'kendala', 'mencoba', 'masuk', 'aplikasi', 'dana', 'kali', 'membuka', 'aplikasi', 'layar', 'menampilkan', 'tampilan', 'putih', 'blank', 'aplikasi', 'langsung', 'foto', 'lampirkan', 'coba', 'berulang', 'kali', 'hasilnya', 'mohon', 'bantuannya', 'menyelesaikan', 'membutuhkan', 'akses', 'topup']","['alami', 'kendala', 'coba', 'masuk', 'aplikasi', 'dana', 'kali', 'buka', 'aplikasi', 'layar', 'tampil', 'tampil', 'putih', 'blank', 'aplikasi', 'langsung', 'foto', 'lampir', 'coba', 'ulang', 'kali', 'hasil', 'mohon', 'bantu', 'selesai', 'butuh', 'akses', 'topup']","['alami', 'kendala', 'coba', 'masuk', 'aplikasi', 'dana', 'kali', 'buka', 'aplikasi', 'layar', 'tampil', 'tampil', 'putih', 'blank', 'aplikasi', 'langsung', 'foto', 'lampir', 'coba', 'ulang', 'kali', 'hasil', 'mohon', 'bantu', 'selesai', 'butuh', 'akses', 'topup']","[('alami', 'PROPN'), ('kendala', 'PROPN'), ('coba', 'PROPN'), ('masuk', 'PROPN'), ('aplikasi', 'PROPN'), ('dana', 'PROPN'), ('kali', 'PROPN'), ('buka', 'PROPN'), ('aplikasi', 'PROPN'), ('layar', 'PROPN'), ('tampil', 'PROPN'), ('tampil', 'PROPN'), ('putih', 'PROPN'), ('blank', 'PROPN'), ('aplikasi', 'PROPN'), ('langsung', 'PROPN'), ('foto', 'PROPN'), ('lampir', 'PROPN'), ('coba', 'PROPN'), ('ulang', 'PROPN'), ('kali', 'VERB'), ('hasil', 'PROPN'), ('mohon', 'PROPN'), ('bantu', 'PROPN'), ('selesai', 'PROPN'), ('butuh', 'PROPN'), ('akses', 'VERB'), ('topup', 'NOUN')]","[('alami kendala coba masuk', 'PERSON'), ('dana kali', 'PERSON'), ('lampir coba ulang', 'PERSON'), ('kali hasil', 'PERSON')]","[('alami kendala coba masuk aplikasi', 'NP'), ('buka aplikasi layar tampil tampil putih blank aplikasi langsung foto lampir coba ulang', 'NP'), ('hasil mohon bantu selesai butuh', 'NP'), ('topup', 'NP')]","['alami', 'kendala', 'coba', 'masuk', 'aplikasi', 'dana', 'kali', 'buka', 'aplikasi', 'layar', 'tampil', 'tampil', 'putih', 'blank', 'aplikasi', 'langsung', 'foto', 'lampir', 'coba', 'ulang', 'kali', 'hasil', 'mohon', 'bantu', 'selesai', 'butuh', 'akses', 'topup']","['alami', 'kendala', 'coba', 'masuk', 'aplikasi', 'dana', 'kali', 'buka', 'aplikasi', 'layar', 'tampil', 'tampil', 'putih', 'blank', 'aplikasi', 'langsung', 'foto', 'lampir', 'coba', 'ulang', 'kali', 'hasil', 'mohon', 'bantu', 'selesai', 'butuh', 'akses', 'topup']","['alami', 'kendala', 'coba', 'masuk', 'aplikasi', 'Danu', 'saltwort', 'buka', 'aplikasi', 'layar', 'tampil', 'tampil', 'putih', 'space', 'aplikasi', 'langsung', 'foto', 'lampir', 'coba', 'ulang', 'saltwort', 'hasil', 'mohon', 'Bantu', 'selesai', 'butuh', 'akses', 'topup']"
Aldi Maulana,1,2025-09-07 11:24:27,apk tidak bisa di percaya masa saldo syaa tiba tiba ilang dan saya pun tidak pernah melakukan transaksi,apk tidak bisa di percaya masa saldo syaa tiba tiba ilang dan saya pun tidak pernah melakukan transaksi,apk tidak bisa di percaya masa saldo syaa tiba tiba ilang dan saya pun tidak pernah melakukan transaksi,"['apk', 'tidak', 'bisa', 'di', 'percaya', 'masa', 'saldo', 'syaa', 'tiba', 'tiba', 'ilang', 'dan', 'saya', 'pun', 'tidak', 'pernah', 'melakukan', 'transaksi']","['apk', 'percaya', 'saldo', 'syaa', 'ilang', 'transaksi']","['apk', 'percaya', 'saldo', 'syaa', 'ilang', 'transaksi']","['apk', 'percaya', 'saldo', 'syaa', 'ilang', 'transaksi']","['apk', 'percaya', 'saldo', 'syaa', 'ilang', 'transaksi']","[('apk', 'PROPN'), ('percaya', 'PROPN'), ('saldo', 'PROPN'), ('syaa', 'PROPN'), ('ilang', 'PROPN'), ('transaksi', 'PROPN')]","[('saldo syaa', 'PERSON')]","[('apk percaya saldo syaa ilang transaksi', 'NP')]","['apk', 'percaya', 'saldo', 'syaa', 'ilang', 'transaksi']","['apk', 'percaya', 'saldo', 'syaa', 'ilang', 'transaksi']","['apk', 'percaya', 'saldo', 'syaa', 'ilang', 'transaksi']"
Anggun Anggun,2,2025-09-07 11:23:55,aplikasi error,aplikasi error,aplikasi error,"['aplikasi', 'error']","['aplikasi', 'error']","['aplikasi', 'error']","['aplikasi', 'error']","['aplikasi', 'error']","[('aplikasi', 'NOUN'), ('error', 'NOUN')]",[],"[('aplikasi error', 'NP')]","['aplikasi', 'error']","['aplikasi', 'error']","['aplikasi', 'mistake']"
